order_value_gbp,number_of_items,country_0,city_0,type_of_food_2,time_of_day,prep_time_seconds,0
44.7,3.0,1,0,6,3,629.0,1075.6323
21.4,2.0,1,0,6,0,574.0,871.7672
20.5,3.0,1,0,6,0,579.0,950.34894
21.4,3.0,1,0,6,0,566.0,996.99243
25.5,3.0,1,0,6,0,571.0,964.19604
28.45,5.0,1,0,6,0,500.0,1015.4894
29.4,2.0,1,0,6,2,833.0,953.0925
22.7,3.0,1,0,6,2,682.0,930.00726
32.75,3.0,1,0,6,2,618.0,1015.14935
21.4,2.0,1,0,6,0,495.0,871.7672
17.7,3.0,1,0,6,0,435.0,849.9028
26.25,6.0,1,0,6,0,449.0,1011.2856
28.45,5.0,1,0,6,0,666.0,1015.4894
42.65,5.0,1,0,6,2,584.0,1101.8774
41.25,4.0,1,0,6,2,590.0,1065.2999
35.45,6.0,1,0,6,2,468.0,1078.7306
22.95,4.0,1,0,6,2,543.0,928.7498
24.25,3.0,1,0,6,2,332.0,937.48175
22.9,4.0,1,0,6,3,418.0,931.0377
36.6,3.0,1,0,6,0,544.0,1071.7091
21.4,2.0,1,0,6,0,820.0,871.7672
22.7,3.0,1,0,6,0,820.0,960.3207
20.25,4.0,1,0,6,0,297.0,951.4875
17.5,3.0,1,0,6,0,820.0,849.9028
19.9,3.0,1,0,6,0,372.0,898.874
26.45,4.0,1,0,6,0,279.0,964.19604
16.7,2.0,1,0,6,2,442.0,818.28394
15.2,2.0,1,0,6,2,334.0,834.64594
16.0,3.0,1,0,6,2,820.0,843.10864
31.7,5.0,1,0,6,2,508.0,1054.0009
30.4,6.0,1,0,6,2,756.0,1044.7949
49.65,4.0,1,0,6,2,670.0,1005.0965
21.4,2.0,1,0,6,2,820.0,838.73975
50.65,8.0,1,0,6,2,509.0,1133.7017
18.7,3.0,1,0,6,2,429.0,858.2151
19.95,3.0,1,0,6,2,288.0,861.4492
27.25,4.0,1,0,6,2,586.0,939.9791
17.7,3.0,1,0,6,2,821.0,848.89465
19.0,2.0,1,0,6,2,342.0,818.5908
15.0,3.0,1,0,6,3,302.0,883.5024
23.0,5.0,1,0,6,3,348.0,955.3303
22.4,2.0,1,0,6,3,300.0,859.3737
17.5,3.0,1,0,6,3,448.0,851.92126
19.5,4.0,1,0,6,3,277.0,861.21234
19.5,3.0,1,0,6,3,464.0,861.21234
33.65,6.0,1,0,6,3,358.0,1055.6514
17.7,2.0,1,0,6,3,820.0,831.527
36.15,5.0,1,0,6,3,424.0,1104.9934
38.2,7.0,1,0,6,3,1004.0,1016.18604
42.5,4.0,1,0,6,3,635.0,1075.6323
21.7,3.0,1,0,6,0,453.0,940.78156
21.25,3.0,1,0,6,0,343.0,955.0757
16.7,2.0,1,0,6,0,820.0,838.88416
17.5,3.0,1,0,6,0,453.0,849.9028
52.7,6.0,1,0,6,0,820.0,1167.7233
31.4,4.0,1,0,6,0,640.0,1040.1415
44.8,2.0,1,0,6,0,705.0,1066.0112
24.65,4.0,1,0,6,0,935.0,964.19604
18.95,3.0,1,0,6,2,873.0,858.2151
18.0,3.0,1,0,6,2,733.0,858.2151
53.1,7.0,1,0,6,2,1471.0,1219.482
17.25,3.0,1,0,6,2,282.0,848.89465
22.0,3.0,1,0,6,2,820.0,909.5849
31.5,6.0,1,0,6,3,584.0,1055.9735
40.45,6.0,1,0,6,0,725.0,1140.3142
25.65,4.0,1,0,6,0,655.0,964.19604
33.2,5.0,1,0,6,2,629.0,1043.0939
21.4,4.0,1,0,6,3,922.0,964.90814
23.7,3.0,1,0,6,3,801.0,938.8186
29.95,6.0,1,0,6,3,911.0,1036.0114
50.85,6.0,1,0,6,0,504.0,1144.4293
34.45,5.0,1,0,6,0,408.0,1072.291
44.4,5.0,1,0,6,0,732.0,1098.6414
20.0,4.0,1,0,6,0,757.0,901.62897
18.25,4.0,1,0,6,0,549.0,841.2778
19.75,3.0,1,0,6,2,493.0,858.1856
21.4,2.0,3,0,4,3,2116.0,844.81885
17.7475,2.0,3,0,4,2,1252.0,884.06726
21.4,2.0,3,0,4,3,810.0,844.81885
20.94205,3.0,3,0,4,3,820.0,850.8156
21.4,2.0,3,0,4,0,442.0,824.59973
24.49155,2.0,3,0,4,0,443.0,888.4757
30.5257,4.0,3,0,4,0,1328.0,942.67535
15.6178,2.0,3,0,4,2,870.0,869.6996
21.4,2.0,3,0,4,2,830.0,778.5514
21.4,3.0,3,0,4,2,1066.0,799.06036
18.81235,3.0,3,0,4,0,1332.0,895.163
20.0,2.0,1,0,7,3,387.0,880.809
21.4,6.0,1,0,7,2,1243.0,1188.3977
21.5,2.0,1,0,7,0,1515.0,963.88135
24.5,3.0,1,0,7,0,840.0,1006.0419
21.4,5.0,1,0,7,0,1556.0,1149.8124
33.0,3.0,1,0,7,2,1416.0,1064.3984
41.5,5.0,1,0,7,2,786.0,1172.5393
18.95,3.0,1,0,7,0,393.0,942.505
21.4,3.0,1,0,7,0,846.0,1088.457
21.4,5.0,1,0,7,2,1233.0,1138.6085
40.0,4.0,1,0,7,0,333.0,1418.4893
29.25,3.0,1,0,7,3,765.0,1019.197
15.5,3.0,1,0,7,0,781.0,786.6023
20.5,2.0,1,0,7,2,958.0,931.54315
24.0,4.0,1,0,7,2,1128.0,996.32715
27.5,2.0,1,0,7,3,1480.0,1001.42456
44.25,5.0,1,0,7,3,1395.0,1168.9009
28.4,3.0,1,0,7,3,1132.0,1024.9497
27.0,3.0,1,0,7,0,1569.0,1006.0419
20.0,2.0,1,0,7,0,388.0,902.4393
34.0,4.0,1,0,7,2,1264.0,1077.2051
15.0,2.0,1,0,0,3,534.0,798.2814
38.0,4.0,1,0,0,3,1077.0,897.73737
24.0,3.0,1,0,0,3,1021.0,923.7888
16.0,3.0,1,0,0,1,820.0,1271.3785
15.5,3.0,1,0,0,3,2818.0,856.472
48.0,6.0,1,0,0,3,855.0,1071.958
19.0,4.0,1,0,0,3,564.0,857.4166
15.0,2.0,1,0,0,3,621.0,798.2814
21.4,3.0,1,0,0,1,820.0,1084.4319
17.0,3.0,1,0,0,3,885.0,851.947
19.5,3.0,1,0,0,3,820.0,857.4209
39.5,5.0,1,0,0,3,528.0,970.8398
16.0,4.0,1,0,0,3,850.0,854.316
15.0,2.0,1,0,0,3,473.0,798.2814
18.0,2.0,1,0,0,3,372.0,830.58954
16.7,4.0,1,0,0,3,554.0,851.947
19.4,3.0,1,0,0,1,2026.0,1217.9653
16.0,5.0,1,0,0,3,885.0,869.0928
15.0,4.0,1,0,0,3,670.0,818.03296
18.0,3.0,1,0,0,3,618.0,857.4166
22.6,5.0,1,0,0,3,357.0,930.36615
22.45,2.0,1,0,0,3,751.0,852.8471
19.98,2.0,1,0,0,2,645.0,817.18634
19.99,2.0,1,0,0,0,755.0,857.53973
21.4,5.0,3,0,3,3,1435.0,975.054
21.4,3.0,3,0,3,3,991.0,949.2789
21.4,6.0,3,0,3,3,418.0,965.92773
21.4,4.0,3,0,3,1,820.0,1091.8237
15.0,3.0,1,0,4,3,820.0,812.98615
15.5,4.0,1,0,4,0,329.0,813.1327
16.1,5.0,1,0,4,0,820.0,802.6322
27.5,7.0,1,0,4,0,366.0,872.6313
15.0,3.0,1,0,4,1,820.0,1193.1715
29.9,3.0,1,0,4,3,1244.0,912.37274
22.7,3.0,1,0,4,2,555.0,897.0556
30.6,4.0,1,0,4,3,498.0,944.9376
21.4,7.0,1,0,4,3,957.0,1068.2638
24.85,3.0,1,0,4,3,801.0,900.8644
18.0,3.0,1,0,4,0,1078.0,837.5885
19.65,3.0,1,0,4,3,312.0,853.0929
21.4,5.0,1,0,4,3,1038.0,952.49963
18.5,2.0,1,0,4,3,793.0,826.53516
20.5,2.0,1,0,4,0,454.0,847.5706
24.9,3.0,1,0,4,2,820.0,901.9454
37.0,3.0,1,0,4,3,792.0,919.66254
21.4,7.0,1,0,4,3,820.0,1068.2638
22.95,3.0,1,0,4,3,756.0,902.91205
21.4,6.0,1,0,4,3,934.0,954.1418
18.0,2.0,1,0,4,2,418.0,810.6084
42.25,3.0,1,0,4,3,765.0,987.5628
24.65,2.0,1,0,4,2,820.0,873.048
21.4,3.0,1,0,4,2,871.0,896.38055
18.0,2.0,1,0,4,2,1203.0,810.6084
26.95,3.0,1,0,4,3,851.0,899.58264
27.65,3.0,1,0,4,3,639.0,907.8685
21.4,3.0,1,0,4,3,1157.0,903.7884
24.85,2.0,1,0,4,3,1097.0,878.65027
22.5,2.0,1,0,4,3,1007.0,846.488
20.3,5.0,1,0,6,3,1528.0,940.16113
16.2,3.0,1,0,6,0,748.0,863.9366
33.2,7.0,1,0,6,2,794.0,1053.7695
16.05,5.0,1,0,6,2,708.0,856.4627
32.15,7.0,1,0,6,2,1266.0,1062.9319
19.3,5.0,1,0,6,0,820.0,925.84955
41.25,3.0,1,0,6,2,1302.0,1065.2999
25.3,7.0,1,0,6,0,552.0,967.3697
19.7,6.0,1,0,6,2,537.0,890.67487
15.05,3.0,1,0,6,2,874.0,878.4563
21.4,3.0,1,0,6,0,820.0,996.99243
47.55,3.0,1,0,6,0,914.0,1069.0549
18.4,4.0,1,0,6,2,537.0,858.2151
19.9,3.0,1,0,6,0,467.0,898.874
20.3,3.0,1,0,4,3,925.0,890.94244
22.45,2.0,1,0,4,0,614.0,840.60315
31.7,2.0,1,0,4,2,316.0,921.7011
19.4,2.0,1,0,4,3,679.0,826.79004
19.65,2.0,1,0,4,0,370.0,828.3992
21.85,2.0,1,0,4,2,774.0,825.916
30.95,3.0,1,0,4,0,730.0,927.03204
19.1,2.0,1,0,4,0,448.0,831.9981
21.4,3.0,1,0,4,2,1268.0,896.38055
37.4,3.0,1,0,4,2,830.0,929.3563
21.4,3.0,1,0,4,3,427.0,903.7884
16.0,2.0,1,0,4,2,1713.0,812.30115
18.45,2.0,1,0,4,2,817.0,810.6084
24.6,3.0,1,0,4,3,1546.0,900.8644
19.4,2.0,1,0,4,3,1401.0,826.79004
31.25,3.0,1,0,4,0,596.0,927.71783
15.65,2.0,1,0,4,0,292.0,820.6699
19.1,2.0,1,0,4,0,646.0,831.9981
34.8,4.0,1,0,4,3,563.0,936.534
23.0,2.0,1,0,4,0,622.0,840.6731
21.85,2.0,1,0,4,0,514.0,839.1576
18.85,3.0,1,0,4,0,357.0,846.79865
17.9,3.0,1,0,4,2,1162.0,844.9854
17.6,3.0,1,0,4,2,1212.0,839.5158
36.1,2.0,1,0,4,2,700.0,950.8636
18.7,2.0,1,0,4,2,1007.0,810.6084
15.6,2.0,1,0,4,0,342.0,820.6699
25.65,3.0,1,0,4,0,966.0,890.0051
15.9,2.0,1,0,4,0,931.0,821.5555
31.0,4.0,1,0,4,2,1077.0,934.60236
17.9,2.0,1,0,4,2,539.0,810.6084
36.8,4.0,1,0,4,2,377.0,920.61066
16.15,2.0,1,0,4,2,820.0,817.2192
30.95,3.0,1,0,4,0,1600.0,927.03204
48.55,6.0,1,0,4,2,1193.0,1042.444
26.2,2.0,1,0,4,2,518.0,873.42395
22.85,2.0,1,0,4,3,1172.0,846.7409
21.85,4.0,1,0,4,3,603.0,897.56915
33.8,3.0,1,0,4,2,1448.0,942.0413
34.95,4.0,1,0,4,2,1427.0,936.79065
15.9,3.0,1,0,4,2,1407.0,839.37317
30.65,3.0,1,0,4,0,1844.0,937.35004
17.3,3.0,1,0,4,3,689.0,847.3684
33.5,6.0,1,0,2,3,840.0,1033.6147
16.5,3.0,1,0,2,0,820.0,874.0241
17.5,4.0,1,0,2,0,820.0,867.42456
18.5,4.0,1,0,2,2,875.0,891.92255
17.5,4.0,1,0,2,3,670.0,887.56146
18.5,3.0,1,0,2,3,820.0,893.03107
15.0,2.0,1,0,2,0,912.0,805.2013
17.0,3.0,1,0,2,0,820.0,867.18176
15.0,3.0,1,0,2,3,820.0,863.094
24.0,6.0,1,0,2,3,1543.0,968.5866
22.0,4.0,1,0,2,3,1541.0,945.4264
20.0,4.0,1,0,2,0,2218.0,921.26544
18.5,3.0,1,0,2,0,2661.0,908.3953
34.0,5.0,1,0,2,3,820.0,1030.1537
15.0,2.0,1,0,2,0,820.0,805.2013
22.0,4.0,1,0,2,2,618.0,944.76263
22.0,4.0,1,0,2,3,722.0,945.4264
23.5,5.0,1,0,2,0,820.0,983.40283
15.0,3.0,1,0,2,2,820.0,852.2599
21.0,2.0,1,0,2,3,820.0,860.1284
19.0,3.0,1,0,2,0,820.0,902.12756
18.5,3.0,1,0,2,0,820.0,908.3953
15.5,3.0,1,0,2,2,820.0,879.8607
26.0,5.0,1,0,2,2,1279.0,976.4838
16.0,4.0,1,0,2,2,387.0,877.23615
21.4,4.0,1,0,2,0,820.0,970.63354
15.05,3.0,1,0,2,2,820.0,859.82574
16.8,4.0,1,0,2,1,820.0,1281.2407
36.4,2.0,1,0,2,1,820.0,1287.602
21.4,7.0,1,0,2,1,820.0,1218.9907
18.9,2.0,1,0,2,3,820.0,835.54126
15.05,3.0,1,0,2,3,820.0,864.75183
21.4,2.0,1,0,2,3,820.0,858.69244
21.4,3.0,1,0,2,3,820.0,951.45886
22.35,6.0,1,0,2,3,820.0,964.52167
15.75,4.0,1,0,2,2,820.0,877.23615
16.8,3.0,1,0,2,2,510.0,881.90515
17.95,5.0,1,0,2,0,1423.0,888.30426
17.0,3.0,1,0,2,3,820.0,884.3437
18.0,6.0,1,0,2,3,820.0,919.55646
17.0,3.0,1,0,2,0,820.0,867.18176
19.0,3.0,1,0,2,0,820.0,902.12756
21.4,3.0,1,0,2,1,820.0,1125.7106
18.0,2.0,1,0,2,3,820.0,835.54126
15.0,2.0,1,0,2,0,820.0,805.2013
21.4,4.0,3,0,3,3,1532.0,949.2789
21.4,3.0,3,0,3,0,1363.0,871.78046
24.42056,6.0,3,0,3,0,509.0,897.51416
16.292205,4.0,3,0,3,0,1199.0,926.83496
17.81849,5.0,3,0,3,0,1075.0,877.6621
21.4,3.0,3,0,3,0,478.0,871.78046
21.4,3.0,3,0,3,3,1668.0,949.2789
21.4,3.0,3,0,3,2,633.0,876.6073
16.18572,4.0,3,0,3,3,1287.0,973.33136
21.4,3.0,3,0,3,0,448.0,871.78046
30.6,5.0,1,0,1,3,1729.0,976.61414
17.45,2.0,1,0,1,3,507.0,814.0136
35.35,5.0,1,0,1,2,456.0,982.13544
43.65,6.0,1,0,1,0,995.0,1030.0072
45.9,5.0,1,0,1,3,1611.0,1058.4894
50.1,7.0,1,0,1,0,898.0,1128.3855
19.0,2.0,1,0,1,2,1735.0,802.29987
21.2,2.0,1,0,1,0,624.0,855.3146
21.2,3.0,1,0,1,2,1553.0,879.6832
20.7,2.0,1,0,1,0,1404.0,856.87476
30.2,5.0,1,0,1,0,1150.0,1000.7983
17.5,2.0,1,0,1,0,1128.0,809.3711
35.9,3.0,1,0,1,0,1852.0,975.30914
31.05,5.0,1,0,1,3,1968.0,976.61414
49.1,6.0,1,0,1,0,820.0,1054.0842
22.45,4.0,1,0,1,3,1101.0,893.8484
15.3,3.0,1,0,4,3,598.0,821.3515
17.9,3.0,1,0,4,0,362.0,837.5885
18.7,4.0,1,0,4,0,820.0,846.79865
16.0,4.0,1,0,4,0,820.0,822.3065
15.7,3.0,1,0,4,0,820.0,822.655
17.3,2.0,1,0,4,0,997.0,822.78796
21.4,2.0,1,0,4,2,820.0,821.5005
24.5,4.0,1,0,4,2,340.0,901.9454
15.5,3.0,1,0,4,2,820.0,842.34125
15.1,2.0,1,0,4,2,764.0,749.31104
17.2,3.0,1,0,4,3,820.0,847.3684
15.0,2.0,1,0,4,0,820.0,791.8647
25.6,3.0,1,0,4,0,820.0,890.0051
17.2,3.0,1,0,4,0,820.0,818.76965
19.0,3.0,1,0,4,0,820.0,846.79865
16.3,3.0,1,0,4,2,1002.0,844.2912
22.3,3.0,1,0,4,2,349.0,890.1612
21.4,6.0,1,0,4,2,819.0,947.0279
26.3,4.0,1,0,4,2,820.0,901.9454
39.7,5.0,1,0,4,0,972.0,954.2927
17.6,2.0,1,0,4,0,820.0,822.78796
21.4,3.0,1,0,4,0,337.0,890.7514
18.0,2.0,1,0,4,0,372.0,822.78796
26.7,3.0,1,0,4,0,759.0,890.0051
52.0,6.0,1,0,4,2,522.0,1214.8285
24.3,3.0,1,0,4,2,820.0,901.9454
15.3,3.0,1,0,4,2,820.0,806.5661
32.5,4.0,1,0,4,2,739.0,931.79205
18.3,2.0,1,0,4,0,820.0,792.8443
19.9,2.0,1,0,4,3,820.0,826.79004
21.4,3.0,1,0,4,3,578.0,903.7884
21.4,3.0,1,0,4,0,1802.0,890.7514
21.0,2.0,1,0,4,2,412.0,824.0794
19.5,2.0,1,0,4,2,1277.0,810.8633
15.8,3.0,1,0,4,3,820.0,847.77954
18.2,5.0,1,0,4,3,906.0,860.8466
18.9,3.0,1,0,4,0,1143.0,846.79865
21.4,7.0,1,0,4,0,2764.0,1029.4248
21.4,6.0,1,0,4,2,882.0,947.0279
19.5,5.0,1,0,4,2,277.0,853.54285
40.2,5.0,1,0,4,3,2878.0,1011.54675
17.3,2.0,1,0,4,3,774.0,828.37054
48.9,5.0,1,0,4,0,659.0,1024.6595
19.5,3.0,1,0,4,0,822.0,849.3943
16.3,3.0,1,0,4,0,563.0,838.9188
19.9,3.0,1,0,4,2,609.0,845.2403
21.4,8.0,1,0,4,3,2452.0,1068.2638
21.4,3.0,1,0,4,3,820.0,903.7884
24.5,4.0,1,0,4,0,820.0,890.0051
21.4,6.0,1,0,4,0,720.0,931.16205
15.0,2.0,1,0,4,0,303.0,791.8647
21.1,3.0,1,0,4,0,669.0,885.0358
27.7,5.0,1,0,4,0,674.0,901.65717
22.9,4.0,1,0,4,0,634.0,885.8163
17.1,2.0,1,0,4,0,827.0,826.4563
20.3,4.0,1,0,4,0,543.0,880.0385
21.4,3.0,1,0,4,0,820.0,890.7514
29.4,5.0,1,0,4,2,850.0,934.9269
16.7,3.0,1,0,4,0,820.0,831.31775
21.4,6.0,1,0,4,2,1006.0,947.0279
21.4,6.0,1,0,4,3,2843.0,954.1418
19.9,3.0,1,0,4,3,820.0,853.0929
21.4,3.0,1,0,4,0,820.0,890.7514
17.7,3.0,1,0,4,2,820.0,839.5158
16.5,2.0,1,0,4,3,509.0,831.62524
20.1,2.0,1,0,4,0,856.0,839.95087
31.7,4.0,1,0,4,0,311.0,925.1207
17.4,4.0,1,0,4,3,820.0,847.3684
17.3,2.0,1,0,4,3,820.0,828.37054
25.5,3.0,1,0,4,3,1081.0,899.58264
16.5,3.0,1,0,4,0,544.0,830.9041
15.5,2.0,1,0,4,2,820.0,815.2692
26.8,5.0,1,0,4,2,634.0,912.1997
15.3,2.0,1,0,4,2,820.0,795.60974
24.8,3.0,1,0,4,3,1046.0,900.8644
21.4,3.0,1,0,4,3,267.0,903.7884
24.7,4.0,1,0,4,3,805.0,900.8644
16.7,4.0,1,0,4,0,473.0,831.31775
26.7,5.0,1,0,4,1,2285.0,1318.8062
16.4,3.0,1,0,4,3,2163.0,852.6976
15.1,3.0,1,0,4,0,689.0,785.3601
16.8,2.0,1,0,4,0,342.0,829.33264
23.1,3.0,1,0,4,0,820.0,885.8163
21.8,3.0,1,0,4,0,322.0,884.3008
18.2,4.0,1,0,4,0,820.0,836.2374
18.3,2.0,1,0,4,0,383.0,792.8443
16.0,2.0,1,0,4,0,820.0,820.3214
20.5,2.0,1,0,4,0,1012.0,847.5706
15.2,3.0,1,0,4,2,820.0,831.5012
21.4,6.0,1,0,4,1,820.0,1121.8657
18.8,2.0,1,0,4,3,820.0,826.53516
17.5,2.0,1,0,4,3,820.0,828.37054
15.1,3.0,1,0,4,0,504.0,785.3601
46.5,6.0,1,0,4,0,820.0,990.19794
21.8,4.0,1,0,4,0,337.0,884.3008
20.1,3.0,1,0,4,2,669.0,883.0897
20.1,3.0,1,0,4,2,403.0,883.0897
15.9,3.0,1,0,4,0,820.0,823.5406
39.5,5.0,1,0,4,0,820.0,934.8546
15.6,2.0,1,0,4,2,699.0,811.4156
21.4,3.0,1,0,4,3,765.0,903.7884
20.5,2.0,1,0,4,3,1752.0,843.478
26.9,4.0,1,0,4,3,538.0,899.58264
16.4,3.0,1,0,4,3,342.0,852.6976
17.0,2.0,1,0,4,2,523.0,811.31537
54.6,8.0,1,0,4,2,696.0,1075.3297
16.2,5.0,1,0,4,2,1429.0,852.5938
31.5,4.0,1,0,4,2,820.0,932.80475
25.1,3.0,1,0,4,3,423.0,898.01746
17.5,4.0,1,0,4,3,820.0,847.3684
16.5,3.0,1,0,4,0,393.0,830.9041
21.4,2.0,1,0,4,2,1725.0,821.5005
16.2,4.0,1,0,4,3,634.0,852.6976
16.5,2.0,1,0,4,2,477.0,815.1447
21.4,3.0,1,0,4,3,2380.0,903.7884
21.4,7.0,1,0,4,3,722.0,1068.2638
18.9,3.0,1,0,4,2,312.0,844.9854
34.6,3.0,1,0,4,2,685.0,936.79065
22.0,2.0,1,0,4,2,519.0,825.916
22.6,3.0,1,0,4,2,1021.0,897.0556
21.4,3.0,1,0,4,3,820.0,903.7884
16.8,3.0,1,0,4,0,820.0,831.31775
18.0,3.0,1,0,4,0,820.0,837.5885
16.9,3.0,1,0,4,0,820.0,831.31775
21.4,3.0,1,0,4,0,757.0,890.7514
25.6,3.0,1,0,4,0,515.0,890.0051
20.0,2.0,1,0,4,0,645.0,831.4205
21.7,3.0,1,0,4,2,820.0,889.24445
21.4,2.0,1,0,4,2,635.0,821.5005
20.1,3.0,1,0,4,2,302.0,883.0897
33.7,7.0,1,0,4,3,614.0,991.5524
21.4,3.0,1,0,4,0,820.0,890.7514
15.3,3.0,1,0,4,2,820.0,806.5661
19.1,2.0,1,0,4,3,820.0,826.53516
16.0,3.0,1,0,4,0,544.0,822.3065
33.6,3.0,1,0,4,3,347.0,941.78467
21.4,2.0,1,0,4,0,820.0,835.4477
15.3,2.0,1,0,4,2,736.0,795.60974
26.7,3.0,1,0,4,3,589.0,899.58264
19.0,4.0,1,0,4,0,820.0,846.79865
21.4,3.0,1,0,4,0,1230.0,890.7514
19.6,3.0,1,0,4,2,841.0,845.2403
17.0,3.0,1,0,4,3,800.0,851.03674
15.0,2.0,1,0,4,2,996.0,762.5368
17.1,3.0,1,0,6,3,1085.0,851.92126
22.0,5.0,1,0,6,3,820.0,942.42456
15.0,2.0,1,0,6,3,710.0,871.0684
37.55,6.0,1,0,6,0,1040.0,1083.1085
16.5,2.0,1,0,6,3,802.0,829.52484
21.4,2.0,1,0,6,0,460.0,871.7672
17.3,3.0,1,0,6,2,934.0,848.89465
17.1,3.0,1,0,6,2,949.0,856.1807
39.5,4.0,1,0,6,3,1634.0,1083.2072
26.2,4.0,1,0,6,0,626.0,964.19604
16.4,4.0,1,0,6,2,801.0,848.4132
21.4,2.0,1,0,6,2,472.0,838.73975
29.95,5.0,1,0,6,2,849.0,1011.0245
31.2,5.0,1,0,6,0,741.0,1067.3345
18.7,4.0,1,0,6,2,477.0,858.2151
41.15,5.0,1,0,6,3,392.0,986.02783
21.4,5.0,1,0,6,3,1940.0,1061.6665
16.45,3.0,1,0,6,0,861.0,856.78046
21.9,3.0,1,0,6,3,550.0,912.1669
19.35,3.0,1,0,6,3,272.0,861.21234
17.7,2.0,1,0,6,0,592.0,835.70184
15.0,2.0,1,0,6,0,644.0,844.48364
26.45,4.0,1,0,6,0,563.0,964.19604
16.8,3.0,1,0,6,2,599.0,848.3409
17.75,3.0,1,0,6,2,1219.0,848.89465
16.4,3.0,1,0,6,2,433.0,848.4132
40.35,5.0,1,0,6,3,952.0,1112.0555
31.6,5.0,1,0,6,0,1184.0,1068.4069
16.85,3.0,1,0,6,3,473.0,851.92126
15.0,2.0,1,0,6,0,534.0,844.48364
24.45,4.0,1,0,6,0,965.0,964.19604
21.4,3.0,1,0,6,2,820.0,962.3263
33.55,5.0,1,0,6,2,926.0,1053.9526
24.0,4.0,1,0,6,3,1204.0,939.76965
34.1,6.0,1,0,6,0,885.0,1072.1638
21.5,2.0,1,0,6,2,1382.0,845.32837
27.8,3.0,1,0,6,1,1948.0,1355.6592
16.85,3.0,1,0,6,3,761.0,851.92126
24.5,4.0,1,0,6,3,1308.0,939.76965
21.4,3.0,1,0,6,3,957.0,964.90814
21.4,6.0,1,0,6,3,2548.0,1109.0961
40.05,3.0,1,0,6,3,807.0,1038.8619
15.8,2.0,1,0,6,3,565.0,826.29474
31.0,3.0,1,0,6,0,460.0,1042.0529
15.05,2.0,1,0,4,3,801.0,791.3044
26.3,2.0,1,0,4,2,719.0,873.42395
21.4,6.0,1,0,4,0,820.0,931.16205
35.85,3.0,1,0,4,0,526.0,932.3071
27.1,3.0,1,0,4,2,377.0,902.1075
33.4,2.0,1,0,4,2,348.0,930.9377
34.0,2.0,1,0,4,2,469.0,923.26025
24.8,2.0,1,0,4,2,523.0,873.048
35.3,3.0,1,0,4,0,590.0,945.85693
20.7,2.0,1,0,4,0,343.0,852.6574
29.05,3.0,1,0,4,2,631.0,908.3258
37.2,3.0,1,0,4,0,469.0,928.99066
23.4,2.0,1,0,4,2,895.0,835.32056
36.1,3.0,1,0,4,2,791.0,971.36487
21.4,8.0,1,0,4,3,700.0,1068.2638
51.7,4.0,1,0,4,3,715.0,1040.6107
43.2,3.0,1,0,4,3,755.0,987.5628
24.7,2.0,1,0,4,0,692.0,857.23486
24.8,2.0,1,0,4,0,631.0,857.23486
40.85,4.0,1,0,4,0,802.0,973.60266
23.6,2.0,1,0,4,0,940.0,836.5338
31.7,2.0,1,0,4,0,961.0,924.8231
15.55,2.0,1,0,4,2,474.0,811.4156
21.4,6.0,1,0,4,2,908.0,947.0279
22.6,2.0,1,0,4,2,453.0,832.8104
48.35,4.0,1,0,4,2,509.0,1019.52075
23.3,2.0,1,0,4,3,665.0,850.5085
16.7,2.0,1,0,4,2,584.0,815.55835
21.4,5.0,1,0,4,2,1193.0,945.38574
17.3,2.0,1,0,4,2,661.0,812.4438
21.4,4.0,1,0,4,2,844.0,896.38055
22.6,2.0,1,0,4,2,729.0,832.8104
24.45,3.0,1,0,4,2,509.0,901.9454
26.25,2.0,1,0,4,2,530.0,873.42395
27.0,2.0,1,0,4,2,536.0,873.42395
23.3,2.0,1,0,4,0,539.0,844.07446
21.4,4.0,1,0,4,2,1003.0,896.38055
23.6,2.0,1,0,4,2,794.0,845.98376
45.4,3.0,1,0,4,2,865.0,989.6448
18.9,3.0,1,0,4,2,820.0,844.9854
23.75,2.0,1,0,4,2,797.0,860.6023
22.8,2.0,1,0,4,2,450.0,831.553
21.4,4.0,1,0,4,1,820.0,1078.0782
17.55,2.0,1,0,4,3,993.0,828.37054
16.55,2.0,1,0,4,3,619.0,834.0331
17.55,2.0,1,0,4,0,820.0,822.78796
29.9,2.0,1,0,4,0,559.0,885.7353
26.35,3.0,1,0,4,0,705.0,890.0051
36.65,4.0,1,0,4,2,549.0,941.2687
21.6,2.0,1,0,4,0,625.0,843.3956
24.7,2.0,1,0,4,0,474.0,857.23486
21.4,8.0,1,0,4,0,868.0,1028.727
26.3,2.0,1,0,4,2,745.0,873.42395
28.25,2.0,1,0,4,2,604.0,887.98444
16.3,2.0,1,0,4,0,453.0,836.9337
38.1,3.0,1,0,4,2,675.0,910.1688
23.3,2.0,1,0,4,2,661.0,835.32056
26.6,2.0,1,0,4,2,569.0,873.42395
53.5,4.0,1,0,4,3,781.0,1057.6853
25.5,3.0,1,0,4,2,580.0,901.9454
36.1,3.0,1,0,4,0,929.0,932.3071
31.4,2.0,1,0,4,2,327.0,922.31714
21.4,6.0,1,0,4,2,806.0,947.0279
26.6,2.0,1,0,4,2,822.0,873.42395
23.3,2.0,1,0,4,2,449.0,835.32056
52.55,4.0,1,0,4,3,687.0,1051.7212
19.1,2.0,1,0,4,0,489.0,831.9981
26.3,2.0,1,0,4,2,775.0,873.42395
